customer_id,customer_first_name,customer_last_name,product_name,category_name,customer_segment,customer_city,customer_state,customer_country,customer_region,delivery_status,order_id,shipping_type,days_for_shipment_scheduled,days_for_shipment_real,order_item_discount,sales_per_order,order_quantity,profit_per_order,order_update,ship_update
C_ID_26492,Jean,Sorensen,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",Technology,Consumer,"Great Falls",Montana,"United States",West,"Shipping on time",O_ID_3026772,"Standard Class",4,4,60,300,5,114.39,2020-06-08,2020-10-08
C_ID_57532,Mary,Hackney,"Xerox 1999","Office Supplies",Consumer,"San Diego",California,"United States",West,"Advance shipping",O_ID_3000524,"Standard Class",4,3,21,130,1,52.41,2020-02-03,2020-03-05
C_ID_28882,Shirley,Meade,"Wilson Jones International Size A4 Ring Binders","Office Supplies",Corporate,Seattle,Washington,"United States",West,"Shipping on time",O_ID_3026781,"Standard Class",4,4,50,300,5,179.98,2020-05-28,2020-06-01
C_ID_60657,Mary,Roberts,"Motorola L804",Technology,Consumer,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3000526,"Standard Class",4,3,51,300,1,114.53,2020-08-05,2020-11-05
C_ID_47192,Julie,Norris,"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Consumer,Seattle,Washington,"United States",West,"Advance shipping",O_ID_3030301,"Standard Class",4,2,25,300,5,85.49,2020-06-10,2020-08-10
C_ID_49937,Mary,Webber,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Corporate,"Pleasant Grove",Utah,"United States",West,"Advance shipping",O_ID_3030816,"Standard Class",4,2,25,500,5,59.37,2020-04-22,2020-04-24
C_ID_64572,Charles,Avila,"Office Star - Mesh Screen back chair with Vinyl seat",Furniture,Corporate,"New York City","New York","United States",East,"Advance shipping",O_ID_3030829,"Standard Class",4,2,85,500,5,199.18,2020-05-26,2020-05-28
C_ID_56072,Mary,Weirich,"Strathmore Photo Frame Cards","Office Supplies",Consumer,"Buffalo Grove",Illinois,"United States",Central,"Advance shipping",O_ID_3000530,"Standard Class",4,3,60,300,1,110.39,2020-03-19,2020-03-22
C_ID_56697,Lawrence,Lichtenstein,"Sauder Inglewood Library Bookcases",Furniture,Corporate,"New York City","New York","United States",East,"Advance shipping",O_ID_3000531,"Standard Class",4,3,75,300,1,78.74,2020-09-06,2020-12-06
C_ID_51842,Mary,Flentye,"Hon Olson Stacker Stools",Furniture,Consumer,"New York City","New York","United States",East,"Advance shipping",O_ID_3000532,"Standard Class",4,3,75,300,1,-89.99,2020-03-19,2020-03-22
C_ID_44512,Matthew,Airdo,"Nu-Dell Executive Frame",Furniture,"Home Office",Brentwood,California,"United States",West,"Shipping on time",O_ID_3031650,"Same Day",0,0,35,500,5,134.84,2020-06-25,2020-06-25
C_ID_54007,Mary,Moray,"DIXON Ticonderoga Erasable Checking Pencils","Office Supplies",Consumer,Richmond,Virginia,"United States",South,"Advance shipping",O_ID_3000534,"Standard Class",4,3,50,200,1,46.95,2020-03-02,2020-02-06
C_ID_39846,Mary,Hudgings,"Satellite Sectional Post Binders","Office Supplies",Corporate,Leominster,Massachusetts,"United States",East,"Shipping canceled",O_ID_3032090,"First Class",1,2,0,500,5,-662.43,2020-06-22,2020-06-24
C_ID_57112,Nicholas,Moray,"SAFCO Mobile Desk Side File, Wire Frame","Office Supplies",Consumer,Chicago,Illinois,"United States",Central,"Advance shipping",O_ID_3000536,"Standard Class",4,3,0,400,1,-679.97,2020-09-08,2020-12-08
C_ID_51842,Nicholas,Lichtenstein,"VTech DS6151",Technology,Corporate,"New York City","New York","United States",East,"Advance shipping",O_ID_3000537,"Standard Class",4,3,0,130,1,62.4,2020-09-08,2020-12-08
C_ID_51842,Sarah,Lichtenstein,"netTALK DUO VoIP Telephone Service",Technology,Corporate,Jackson,Mississippi,"United States",South,"Advance shipping",O_ID_3000538,"Standard Class",4,2,20,200,2,20.33,2020-02-08,2020-04-08
C_ID_60657,Nicholas,Herman,"KI Conference Tables",Furniture,Corporate,Jackson,Mississippi,"United States",South,"Advance shipping",O_ID_3000539,"Standard Class",4,2,32,200,2,70.53,2020-03-05,2020-05-05
C_ID_34112,Patricia,Anderson,"Universal Recycled Hanging Pressboard Report Binders, Letter Size","Office Supplies",Consumer,Kenosha,Wisconsin,"United States",Central,"Shipping canceled",O_ID_3032131,"First Class",1,2,5,500,5,118.79,2020-05-24,2020-05-26
C_ID_52172,Mary,Herman,"Fellowes Officeware Wire Shelving","Office Supplies",Corporate,"Little Rock",Arkansas,"United States",South,"Advance shipping",O_ID_3000541,"Standard Class",4,3,0,240,2,81.11,2020-03-02,2020-02-06
C_ID_59127,Joseph,Creighton,"Logitech Wireless Performance Mouse MX for PC and Mac",Technology,Consumer,Lakeville,Minnesota,"United States",Central,"Advance shipping",O_ID_3000542,"Standard Class",4,3,1,100,2,-7.03,2020-01-22,2020-01-25
C_ID_52687,Gary,Creighton,"Plantronics HL10 Handset Lifter",Technology,Consumer,Detroit,Michigan,"United States",Central,"Advance shipping",O_ID_3000543,"Standard Class",4,3,2,240,2,2.38,2020-08-09,2020-11-09
C_ID_39812,Grace,Epp,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock"",Furniture,Corporate,"San Diego",California,"United States",West,"Shipping on time",O_ID_3032200,"Standard Class",4,4,50,500,5,215.98,2020-05-07,2020-09-07
C_ID_33817,Mary,Blume,"Fellowes Desktop Hanging File Manager","Office Supplies",Corporate,Miami,Florida,"United States",South,"Shipping on time",O_ID_3032212,"Standard Class",4,4,45,500,5,-36.4,2020-04-28,2020-05-02
C_ID_58707,Jason,Jones,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",Technology,Corporate,Detroit,Michigan,"United States",Central,"Advance shipping",O_ID_3000546,"Standard Class",4,3,11,200,4,61.4,2020-12-06,2020-03-18
C_ID_55192,Gary,Shariari,"Chromcraft Rectangular Conference Tables",Furniture,Consumer,Lakeville,Minnesota,"United States",Central,"Advance shipping",O_ID_3000547,"Standard Class",4,3,20,200,2,9,2020-08-09,2020-11-09
C_ID_34527,Christina,Blume,"Premier Elliptical Ring Binder, Black","Office Supplies",Corporate,"New York City","New York","United States",East,"Shipping on time",O_ID_3032217,"Standard Class",4,4,75,500,5,114.74,2020-04-26,2020-04-30
C_ID_55192,Lawrence,Galang,"Wilson Jones Legal Size Ring Binders","Office Supplies",Consumer,Lakeville,Minnesota,"United States",Central,"Advance shipping",O_ID_3000549,"Standard Class",4,3,12,100,4,31.93,2020-09-06,2020-12-06
C_ID_58067,Mary,Workman,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11"""","Office Supplies",Corporate,"Little Rock",Arkansas,"United States",South,"Advance shipping",O_ID_3000550,"Standard Class",4,3,26,200,2,-269.7,2020-03-18,2020-03-21
C_ID_60312,Christina,Workman,"Xerox 1948","Office Supplies",Corporate,Roswell,Georgia,"United States",South,"Advance shipping",O_ID_3000552,"Standard Class",4,3,36,200,2,40.98,2020-01-09,2020-04-09
C_ID_58852,Albert,Cousins,"Brother DCP1000 Digital 3 in 1 Multifunction Machine",Technology,Corporate,Orem,Utah,"United States",West,"Advance shipping",O_ID_3000553,"Standard Class",4,3,2,240,2,14.97,2020-08-05,2020-11-05
C_ID_58852,Mark,Workman,"Geemarc AmpliPOWER60",Technology,Corporate,Roswell,Georgia,"United States",South,"Advance shipping",O_ID_3000554,"Standard Class",4,3,2,240,4,61.77,2020-11-06,2020-03-17
C_ID_58396,Jacob,Karlsson,"Grandstream GXP1160 VoIP phone",Technology,Consumer,Roswell,Georgia,"United States",South,"Advance shipping",O_ID_3000555,"Standard Class",4,3,2,160,4,19.8,2020-11-06,2020-03-17
C_ID_52396,Gloria,Karlsson,"Samsung Galaxy Note 3",Technology,Consumer,Decatur,Illinois,"United States",Central,"Advance shipping",O_ID_3000556,"Standard Class",4,3,3,500,3,40.76,2020-07-07,2020-10-07
C_ID_73768,James,Boeckenhauer,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","Office Supplies",Consumer,Anaheim,California,"United States",West,"Advance shipping",O_ID_3033075,"Standard Class",4,3,20,500,5,134.39,2020-04-18,2020-04-21
C_ID_54007,Albert,Thompson,"3M Hangers With Command Adhesive",Furniture,Consumer,Midland,Michigan,"United States",Central,"Advance shipping",O_ID_3000558,"Standard Class",4,3,5,160,2,45,2020-08-05,2020-11-05
C_ID_51332,Frank,Wilson,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room","Office Supplies","Home Office",Decatur,Illinois,"United States",Central,"Advance shipping",O_ID_3000559,"Standard Class",4,3,12,400,2,-22.89,2020-02-07,2020-05-07
C_ID_26178,Mary,Adams,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",Furniture,Corporate,Atlanta,Georgia,"United States",South,"Advance shipping",O_ID_3033086,"Standard Class",4,3,90,500,1,41,2020-06-02,2020-02-09
C_ID_57202,Linda,Roper,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies","Home Office","New York City","New York","United States",East,"Advance shipping",O_ID_3000561,"Standard Class",4,3,6,200,2,21.91,2020-03-06,2020-06-06
C_ID_29493,Thomas,Jacobs,"Newell 335","Office Supplies",Consumer,"New York City","New York","United States",East,"Advance shipping",O_ID_3033094,"Standard Class",4,3,10,500,1,225.38,2020-05-06,2020-08-06
C_ID_54882,Ethan,Jones,"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies",Corporate,"New York City","New York","United States",East,"Advance shipping",O_ID_3000563,"Standard Class",4,3,10,200,2,-23.75,2020-03-06,2020-06-06
C_ID_60907,Mary,Wilson,"Xerox 205","Office Supplies","Home Office","New York City","New York","United States",East,"Advance shipping",O_ID_3000564,"Standard Class",4,3,11,500,3,83.13,2020-07-08,2020-10-08
C_ID_57112,Mary,Wilson,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies","Home Office",Columbus,Ohio,"United States",East,"Advance shipping",O_ID_3000565,"Standard Class",4,3,13,240,2,73.7,2020-08-08,2020-11-08
C_ID_54692,Mary,Wilson,"Safco Steel Mobile File Cart","Office Supplies","Home Office","Long Beach","New York","United States",East,"Advance shipping",O_ID_3000566,"Standard Class",4,3,14,500,3,24.18,2020-07-06,2020-10-06
C_ID_55082,Mary,Thompson,"Adtran 1202752G1",Technology,Consumer,Rochester,"New York","United States",East,"Advance shipping",O_ID_3000567,"Standard Class",4,3,14,200,2,67.52,2020-03-08,2020-06-08
C_ID_61152,Mary,Kargatis,"Aluminum Document Frame",Furniture,"Home Office",Jacksonville,Florida,"United States",South,"Advance shipping",O_ID_3000568,"Standard Class",4,3,18,500,3,0,2020-07-08,2020-10-08
C_ID_60422,Mary,Visinsky,"Sanford Colorific Scented Colored Pencils, 12/Pack","Office Supplies",Consumer,Chicago,Illinois,"United States",Central,"Advance shipping",O_ID_3000569,"Standard Class",4,3,20,200,4,88.16,2020-09-05,2020-12-05
C_ID_28803,Mary,Vittorini,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Consumer,"Coral Springs",Florida,"United States",South,"Advance shipping",O_ID_3033097,"Standard Class",4,3,35,500,1,130.19,2020-04-28,2020-05-01
C_ID_28803,Janet,Boeckenhauer,"Compact Automatic Electric Letter Opener","Office Supplies",Consumer,"New York City","New York","United States",East,"Advance shipping",O_ID_3033104,"Standard Class",4,3,100,500,1,99.99,2020-05-19,2020-05-22
C_ID_54872,Albert,Visinsky,"Mophie Juice Pack Helium for iPhone",Technology,Consumer,Houston,Texas,"United States",Central,"Advance shipping",O_ID_3000572,"Standard Class",4,3,26,200,2,38.26,2020-08-05,2020-11-05
C_ID_61352,Joseph,Cartwright,"KI Adjustable-Height Table",Furniture,Consumer,"Long Beach","New York","United States",East,"Advance shipping",O_ID_3000574,"Standard Class",4,3,64,400,2,94.07,2020-02-23,2020-02-26
C_ID_30828,Michelle,Armstrong,"Digium D40 VoIP phone",Technology,Consumer,Houston,Texas,"United States",Central,"Advance shipping",O_ID_3033119,"Standard Class",4,3,45,500,1,122.84,2020-05-05,2020-08-05
C_ID_56312,Mary,Eichhorn,"Avery 513","Office Supplies",Consumer,Peoria,Illinois,"United States",Central,"Advance shipping",O_ID_3000576,"Standard Class",4,3,34,200,4,46.46,2020-09-08,2020-12-08
C_ID_56177,Jeffrey,Eichhorn,"Recycled Steel Personal File for Standard File Folders","Office Supplies",Consumer,Bristol,Tennessee,"United States",South,"Advance shipping",O_ID_3000577,"Standard Class",4,3,29,160,2,42.63,2020-02-28,2020-03-03
C_ID_54277,Thomas,Trafton,"O'Sullivan Living Dimensions 5-Shelf Bookcases",Furniture,Consumer,Seattle,Washington,"United States",West,"Advance shipping",O_ID_3000578,"Standard Class",4,3,36,200,2,-131.15,2020-02-24,2020-02-27
C_ID_45063,Matthew,Burns,"Avery Durable Binders","Office Supplies",Consumer,"San Diego",California,"United States",West,"Shipping on time",O_ID_3033450,"Same Day",0,0,65,500,1,-333.61,2020-06-29,2020-06-29
C_ID_29928,Richard,Karlsson,"Xerox 1891","Office Supplies",Consumer,Newark,Delaware,"United States",East,"Shipping on time",O_ID_3033570,"Same Day",0,0,75,500,1,-16.15,2020-05-27,2020-05-27
C_ID_50244,Michael,Hawley,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",Technology,Consumer,Arlington,Virginia,"United States",South,"Shipping canceled",O_ID_3033974,"First Class",1,2,10,500,1,171.48,2020-06-20,2020-06-22
C_ID_58797,Donna,Packer,"Easy-staple paper","Office Supplies","Home Office","North Las Vegas",Nevada,"United States",West,"Advance shipping",O_ID_3000582,"Standard Class",4,3,50,200,4,-27.45,2020-03-07,2020-06-07
C_ID_38514,Barbara,Bergman,"GuestStacker Chair with Chrome Finish Legs",Furniture,"Home Office",Springfield,Virginia,"United States",South,"Shipping on time",O_ID_3034440,"Second Class",2,2,28,500,5,165.36,2020-06-25,2020-06-27
C_ID_58452,Mary,Mills,"Sanford Liquid Accent Highlighters","Office Supplies",Consumer,Harrisonburg,Virginia,"United States",South,"Shipping canceled",O_ID_3000584,"Standard Class",4,2,20,100,1,3.04,2020-03-12,2020-05-12
C_ID_58747,Mary,Visinsky,"Presstex Flexible Ring Binders","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000585,"Standard Class",4,2,36,120,1,-266.79,2020-09-19,2020-09-21
C_ID_59812,Mary,Thornton,"Wilson Jones Century Plastic Molded Ring Binders","Office Supplies",Corporate,"North Las Vegas",Nevada,"United States",West,"Late delivery",O_ID_3000587,"Standard Class",4,5,10,500,4,83.62,2020-07-04,2020-12-04
C_ID_56122,Paul,Bern,"#10- 4 1/8" x 9 1/2"" Recycled Envelopes"","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Late delivery",O_ID_3000588,"Standard Class",4,5,12,240,1,74.09,2020-10-13,2020-10-18
C_ID_52717,Walter,Takahito,"Round Specialty Laser Printer Labels","Office Supplies","Home Office","San Francisco",California,"United States",West,"Advance shipping",O_ID_3000589,"Standard Class",4,2,13,240,1,92.97,2020-06-12,2020-08-12
C_ID_32414,Mary,Molinari,"Bush Advantage Collection Round Conference Table",Furniture,"Home Office",Philadelphia,Pennsylvania,"United States",East,"Shipping on time",O_ID_3034442,"Second Class",2,2,90,500,5,106.59,2020-05-11,2020-07-11
C_ID_53517,Daniel,Thornton,"Acme Office Executive Series Stainless Steel Trimmers","Office Supplies",Corporate,"North Las Vegas",Nevada,"United States",West,"Late delivery",O_ID_3000591,"Standard Class",4,6,0,200,1,96,2020-12-31,2020-03-04
C_ID_58697,Mary,Radford,"Bevis Round Conference Table Top, X-Base",Furniture,Consumer,"San Francisco",California,"United States",West,"Late delivery",O_ID_3000592,"Standard Class",4,5,2,200,1,-145.13,2020-08-28,2020-09-02
C_ID_58897,Pamela,Pistole,"Wilson Jones Century Plastic Molded Ring Binders","Office Supplies",Corporate,Huntsville,Texas,"United States",Central,"Shipping on time",O_ID_3000593,"Standard Class",4,4,5,160,1,45,2020-05-12,2020-09-12
C_ID_53902,Betty,Edelman,"Situations Contoured Folding Chairs, 4/Set",Furniture,Corporate,Huntsville,Texas,"United States",Central,"Late delivery",O_ID_3000594,"Standard Class",4,5,9,160,1,51.09,2020-12-01,2020-03-15
C_ID_53597,Mary,Soltero,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Consumer,"Los Angeles",California,"United States",West,"Advance shipping",O_ID_3000595,"Standard Class",4,3,8,120,1,31.25,2020-02-12,2020-05-12
C_ID_56122,Christian,Duston,"Green Canvas Binder for 8-1/2" x 14"" Sheets"","Office Supplies",Consumer,"Los Angeles",California,"United States",West,"Shipping on time",O_ID_3000596,"Standard Class",4,4,30,200,1,-459,2020-11-22,2020-11-26
C_ID_58647,Mary,Duston,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","Office Supplies",Consumer,Detroit,Michigan,"United States",Central,"Advance shipping",O_ID_3000597,"Standard Class",4,2,40,200,1,-248,2020-09-17,2020-09-19
C_ID_59977,Mary,Hoffman,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Consumer,"Los Angeles",California,"United States",West,"Late delivery",O_ID_3000598,"Standard Class",4,5,50,200,1,13.2,2020-05-14,2020-10-14
C_ID_56432,Mary,Seio,"Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock"",Furniture,Corporate,Detroit,Michigan,"United States",Central,"Shipping on time",O_ID_3000599,"Standard Class",4,4,6,100,1,46.29,2020-08-15,2020-12-15
C_ID_60642,Mary,Hoffman,"Chromcraft Rectangular Conference Tables",Furniture,Consumer,"San Antonio",Texas,"United States",Central,"Late delivery",O_ID_3000600,"Standard Class",4,5,4,400,4,182.14,2020-01-17,2020-01-22
C_ID_41901,Tiffany,Olsen,"Bevis 44 x 96 Conference Tables",Furniture,Consumer,"San Antonio",Texas,"United States",Central,"Late delivery",O_ID_3000601,"Standard Class",4,5,8,120,1,-261.44,2020-05-14,2020-10-14
C_ID_42751,Paul,Hoffman,"Belkin F5C206VTEL 6 Outlet Surge","Office Supplies",Consumer,"San Antonio",Texas,"United States",Central,"Advance shipping",O_ID_3000602,"Standard Class",4,3,20,120,1,178.58,2020-09-20,2020-09-23
C_ID_45088,Stephen,Weiss,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","Home Office","El Paso",Texas,"United States",Central,"Advance shipping",O_ID_3000603,"Standard Class",4,3,36,120,1,167.42,2020-11-17,2020-11-20
C_ID_50489,George,Seio,"DIXON Oriole Pencils","Office Supplies",Corporate,Mishawaka,Indiana,"United States",Central,"Late delivery",O_ID_3000604,"Standard Class",4,5,40,120,1,-76.67,2020-11-15,2020-12-19
C_ID_41968,Michael,Roberts,"BPI Conference Tables",Furniture,Corporate,"San Francisco",California,"United States",West,"Advance shipping",O_ID_3036697,"Standard Class",4,2,10,500,5,165.6,2020-04-11,2020-06-11
C_ID_42101,William,Magee,"Deluxe Chalkboard Eraser Cleaner","Office Supplies",Consumer,Hempstead,"New York","United States",East,"Shipping on time",O_ID_3000606,"Standard Class",4,4,51,300,1,15.44,2020-08-07,2020-12-07
C_ID_50424,Brenda,Hoffman,"DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies",Consumer,Hempstead,"New York","United States",East,"Shipping on time",O_ID_3000607,"Standard Class",4,4,51,300,3,-80.92,2020-10-08,2020-05-17
C_ID_41606,Elizabeth,Ober,"Bagged Rubber Bands","Office Supplies","Home Office",Seattle,Washington,"United States",West,"Advance shipping",O_ID_3037441,"Standard Class",4,2,0,500,5,229.98,2020-04-24,2020-04-26
C_ID_41294,Daniel,Magee,"Staple remover","Office Supplies",Consumer,Seattle,Washington,"United States",West,"Late delivery",O_ID_3000609,"Standard Class",4,6,54,300,1,46.74,2020-03-09,2020-09-09
C_ID_44416,Mary,Sundaresam,"Belkin F9M820V08 8 Outlet Surge","Office Supplies",Consumer,Houston,Texas,"United States",Central,"Advance shipping",O_ID_3037454,"Standard Class",4,3,28,300,5,222.05,2020-06-05,2020-09-05
C_ID_47774,Kenneth,Weiss,"Square Credit Card Reader",Technology,"Home Office",Chicago,Illinois,"United States",Central,"Advance shipping",O_ID_3000611,"Standard Class",4,2,54,300,1,-21.65,2020-01-27,2020-01-29
C_ID_41827,Mary,Hoffman,"Konftel 250 Conference phone - Charcoal black",Technology,Consumer,Newark,Delaware,"United States",East,"Shipping on time",O_ID_3000612,"Standard Class",4,4,54,300,1,68.88,2020-01-08,2020-05-08
C_ID_47193,Alexander,Hoffman,"Mitel 5320 IP Phone VoIP phone",Technology,Consumer,"Los Angeles",California,"United States",West,"Late delivery",O_ID_3000613,"Standard Class",4,5,54,300,1,200,2020-02-07,2020-07-07
C_ID_42626,Madison,Kirkland,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Office Supplies",Corporate,Plano,Texas,"United States",Central,"Advance shipping",O_ID_3000614,"Standard Class",4,2,4,100,1,20.16,2020-06-06,2020-08-06
C_ID_46199,Linda,McAdams,"Staples in misc. colors","Office Supplies",Corporate,Lawton,Oklahoma,"United States",Central,"Late delivery",O_ID_3000615,"Standard Class",4,6,10,100,1,31.5,2020-03-30,2020-02-07
C_ID_48468,Cheryl,Roach,"Hon Metal Bookcases, Gray",Furniture,"Home Office",Lawton,Oklahoma,"United States",Central,"Late delivery",O_ID_3000616,"Standard Class",4,6,17,100,1,31.12,2020-04-05,2020-10-05
C_ID_51009,Victoria,Lampkin,"Global Commerce Series High-Back Swivel/Tilt Chairs",Furniture,Corporate,Plano,Texas,"United States",Central,"Advance shipping",O_ID_3000617,"Standard Class",4,2,17,100,1,0,2020-01-31,2020-02-02
C_ID_46229,Mary,Lampkin,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Corporate,Plano,Texas,"United States",Central,"Advance shipping",O_ID_3000618,"Standard Class",4,3,17,100,1,22.41,2020-02-24,2020-02-27
C_ID_42882,Kelly,Lampkin,"Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies",Corporate,Plano,Texas,"United States",Central,"Shipping on time",O_ID_3000619,"Standard Class",4,4,20,100,1,32.8,2020-01-31,2020-01-05
C_ID_46827,Mary,Stobb,"Xerox 1902","Office Supplies",Consumer,Plano,Texas,"United States",Central,"Advance shipping",O_ID_3000620,"Standard Class",4,2,0,130,1,48.75,2020-03-27,2020-03-29
C_ID_48684,Mary,Cooley,"Global Geo Office Task Chair, Gray",Furniture,Consumer,Plano,Texas,"United States",Central,"Advance shipping",O_ID_3000621,"Standard Class",4,2,0,130,1,59.8,2020-06-12,2020-08-12
C_ID_59203,Petra,Kastensmidt,"Boston 16750 Black Compact Battery Pencil Sharpener","Office Supplies",Consumer,Plano,Texas,"United States",Central,"Late delivery",O_ID_3000622,"Standard Class",4,6,0,216,1,32.37,2020-12-15,2020-12-21
C_ID_56778,Amber,Kastensmidt,"Ibico Standard Transparent Covers","Office Supplies",Consumer,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000623,"Standard Class",4,3,0,130,1,23.4,2020-01-27,2020-01-30
C_ID_58948,Patricia,Kastensmidt,"Staple envelope","Office Supplies",Consumer,Waynesboro,Virginia,"United States",South,"Late delivery",O_ID_3000624,"Standard Class",4,5,0,130,1,13,2020-01-19,2020-01-24
C_ID_58643,Mary,Hwang,"Eldon Wave Desk Accessories",Furniture,Consumer,"New York City","New York","United States",East,"Advance shipping",O_ID_3000625,"Standard Class",4,2,1,130,1,1.29,2020-02-28,2020-03-02
C_ID_60560,Mary,Hwang,"GBC DocuBind P400 Electric Binding System","Office Supplies",Consumer,Philadelphia,Pennsylvania,"United States",East,"Shipping on time",O_ID_3000626,"Standard Class",4,4,1,130,1,45.04,2020-03-16,2020-03-20
C_ID_58184,Destiny,Hwang,"OIC Binder Clips","Office Supplies",Consumer,Lakewood,"New Jersey","United States",East,"Late delivery",O_ID_3000627,"Standard Class",4,5,4,357,1,102.52,2020-12-24,2020-12-29
C_ID_51721,Mary,Ferguson,"Xerox 1892","Office Supplies",Consumer,Meriden,Connecticut,"United States",East,"Late delivery",O_ID_3000628,"Standard Class",4,6,1,130,1,63.06,2020-06-13,2020-12-13
C_ID_58348,Nicole,Benoit,"Texas Instruments TI-34 Scientific Calculator",Technology,Consumer,Philadelphia,Pennsylvania,"United States",East,"Shipping on time",O_ID_3000629,"Standard Class",4,4,3,130,1,50.96,2020-01-05,2020-05-05
C_ID_56329,Clio,Crebagga,"Plantronics Cordless Phone Headset with In-line Volume - M214C",Technology,Consumer,Pueblo,Colorado,"United States",West,"Shipping on time",O_ID_3000630,"Standard Class",4,4,4,216,1,99.41,2020-12-15,2020-12-19
C_ID_55978,Nicole,Cohen,"Xerox 1925","Office Supplies","Home Office",Pueblo,Colorado,"United States",West,"Shipping on time",O_ID_3000631,"Standard Class",4,4,4,130,1,2.77,2020-01-05,2020-05-05
C_ID_29476,Mary,Craven,"Hon Metal Bookcases, Black",Furniture,Consumer,Philadelphia,Pennsylvania,"United States",East,"Advance shipping",O_ID_3000632,"Standard Class",4,3,4,130,1,59.26,2020-04-06,2020-07-06
C_ID_30910,Raya,Powers,"Honeywell Quietcare HEPA Air Cleaner","Office Supplies",Consumer,"New York City","New York","United States",East,"Shipping on time",O_ID_3000633,"Standard Class",4,4,6,211,4,40.9,2020-11-27,2020-12-01
C_ID_27335,Mary,Ober,"Nontoxic Chalk","Office Supplies",Consumer,Waynesboro,Virginia,"United States",South,"Advance shipping",O_ID_3000634,"Standard Class",4,3,4,130,1,39.47,2020-01-06,2020-04-06
C_ID_26901,Richard,Ober,"Storex DuraTech Recycled Plastic Frosted Binders","Office Supplies",Consumer,Philadelphia,Pennsylvania,"United States",East,"Late delivery",O_ID_3000635,"Standard Class",4,5,2,60,1,13.09,2020-01-28,2020-02-02
C_ID_28537,Hillary,Ober,"Array Parchment Paper, Assorted Colors","Office Supplies",Consumer,Philadelphia,Pennsylvania,"United States",East,"Late delivery",O_ID_3000636,"Standard Class",4,6,6,211,4,98.17,2020-11-27,2020-12-03
C_ID_26868,Mary,Brown,"Xerox 2","Office Supplies",Consumer,"Long Beach","New York","United States",East,"Advance shipping",O_ID_3000637,"Standard Class",4,3,5,130,1,2.5,2020-01-06,2020-04-06
C_ID_30751,Rebecca,Etezadi,"Safco Industrial Wire Shelving System","Office Supplies",Consumer,Waynesboro,Virginia,"United States",South,"Advance shipping",O_ID_3000638,"Standard Class",4,3,5,130,1,41.18,2020-10-06,2020-03-16
C_ID_42121,Timothy,Etezadi,"Okidata C331dn Printer",Technology,Consumer,"New York City","New York","United States",East,"Advance shipping",O_ID_3000639,"Standard Class",4,3,5,130,1,-218.38,2020-01-29,2020-02-01
C_ID_73720,Mary,O'Briant,"HTC One Mini",Technology,Consumer,Lakewood,"New Jersey","United States",East,"Advance shipping",O_ID_3000640,"Standard Class",4,3,2,60,1,27.64,2020-11-22,2020-11-25
C_ID_26647,Robert,Etezadi,"Stacking Trays by OIC",Furniture,Consumer,Chester,Pennsylvania,"United States",East,"Late delivery",O_ID_3000641,"Standard Class",4,6,5,130,1,-5.49,2020-04-14,2020-10-14
C_ID_51144,Joe,Etezadi,"Luxo Professional Magnifying Clamp-On Fluorescent Lamps",Furniture,Consumer,Chester,Pennsylvania,"United States",East,"Late delivery",O_ID_3000642,"Standard Class",4,5,3,60,1,27.36,2020-02-22,2020-02-27
